File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	Azure URL	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF373MZP	tar	tar		differential splicing quantifications	hg19	ENCSR118XYK	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23369/'], '@type': ['Target', 'Item'], 'name': 'PUM2-human', 'label': 'PUM2', '@id': '/targets/PUM2-human/', 'title': 'PUM2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b4749d0b-4193-4ec6-8778-aac98dac1fff', 'status': 'released'}				PUM2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-01-12	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF275JUI/, /files/ENCFF960VON/, /files/ENCFF256JTT/, /files/ENCFF341FFK/	5599940	Brenton Graveley, UConn	43421e729cddbc5e9276ed134e520c97		https://www.encodeproject.org/files/ENCFF373MZP/@@download/ENCFF373MZP.tar.gz	V19			released	s3://encode-public/2019/11/13/221172d6-3ce7-46c1-9326-5e061693d263/ENCFF373MZP.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/221172d6-3ce7-46c1-9326-5e061693d263/ENCFF373MZP.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF995HWT	tar	tar		differential splicing quantifications	hg19	ENCSR118XYK	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23369/'], '@type': ['Target', 'Item'], 'name': 'PUM2-human', 'label': 'PUM2', '@id': '/targets/PUM2-human/', 'title': 'PUM2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b4749d0b-4193-4ec6-8778-aac98dac1fff', 'status': 'released'}				PUM2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-01-12	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF275JUI/, /files/ENCFF960VON/, /files/ENCFF256JTT/, /files/ENCFF341FFK/	19910325	Brenton Graveley, UConn	7ad53ea9d18bff227d984b81281769cf		https://www.encodeproject.org/files/ENCFF995HWT/@@download/ENCFF995HWT.tar.gz	V19			released	s3://encode-public/2019/11/13/b2a6bc51-8e85-4774-8e55-cb6d1fbc1b87/ENCFF995HWT.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/b2a6bc51-8e85-4774-8e55-cb6d1fbc1b87/ENCFF995HWT.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF537WVS	tar	tar		differential splicing quantifications	hg19	ENCSR118XYK	shRNA RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23369/'], '@type': ['Target', 'Item'], 'name': 'PUM2-human', 'label': 'PUM2', '@id': '/targets/PUM2-human/', 'title': 'PUM2 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'b4749d0b-4193-4ec6-8778-aac98dac1fff', 'status': 'released'}				PUM2-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2016-01-12	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF275JUI/, /files/ENCFF960VON/, /files/ENCFF256JTT/, /files/ENCFF341FFK/	7420191	Brenton Graveley, UConn	19f4d40f7f69c9ebd57d89875d4ac5b0		https://www.encodeproject.org/files/ENCFF537WVS/@@download/ENCFF537WVS.tar.gz	V19			released	s3://encode-public/2019/11/13/c3a0da7b-1f2c-4be8-9f0e-879792fa0593/ENCFF537WVS.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/c3a0da7b-1f2c-4be8-9f0e-879792fa0593/ENCFF537WVS.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF916GQX	tar	tar		differential splicing quantifications	hg19	ENCSR755KOM	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8939/'], '@type': ['Target', 'Item'], 'name': 'FUBP3-human', 'label': 'FUBP3', '@id': '/targets/FUBP3-human/', 'title': 'FUBP3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3db562b2-0205-484b-862f-4b1721af256d', 'status': 'released'}				FUBP3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2015-08-18	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF974DGK/, /files/ENCFF642RQE/, /files/ENCFF222QRV/, /files/ENCFF435FCA/	3143747	Brenton Graveley, UConn	708c8f7b5c6517e244748f922727635d		https://www.encodeproject.org/files/ENCFF916GQX/@@download/ENCFF916GQX.tar.gz	V19			released	s3://encode-public/2019/11/13/c6e0633e-a530-4645-be1e-ef91a7decf5d/ENCFF916GQX.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/c6e0633e-a530-4645-be1e-ef91a7decf5d/ENCFF916GQX.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF295STW	tar	tar		differential splicing quantifications	hg19	ENCSR755KOM	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8939/'], '@type': ['Target', 'Item'], 'name': 'FUBP3-human', 'label': 'FUBP3', '@id': '/targets/FUBP3-human/', 'title': 'FUBP3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3db562b2-0205-484b-862f-4b1721af256d', 'status': 'released'}				FUBP3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2015-08-18	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF974DGK/, /files/ENCFF642RQE/, /files/ENCFF222QRV/, /files/ENCFF435FCA/	3601344	Brenton Graveley, UConn	158509916bacac3f1c0f3d51ce32ad4b		https://www.encodeproject.org/files/ENCFF295STW/@@download/ENCFF295STW.tar.gz	V19			released	s3://encode-public/2019/11/13/5bb1f007-df44-40e4-ad01-270963073159/ENCFF295STW.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/5bb1f007-df44-40e4-ad01-270963073159/ENCFF295STW.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF164IAT	tar	tar		differential splicing quantifications	hg19	ENCSR755KOM	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/8939/'], '@type': ['Target', 'Item'], 'name': 'FUBP3-human', 'label': 'FUBP3', '@id': '/targets/FUBP3-human/', 'title': 'FUBP3 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '3db562b2-0205-484b-862f-4b1721af256d', 'status': 'released'}				FUBP3-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2015-08-18	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF974DGK/, /files/ENCFF642RQE/, /files/ENCFF222QRV/, /files/ENCFF435FCA/	15786939	Brenton Graveley, UConn	a504227b911087cb282c41b3b248d943		https://www.encodeproject.org/files/ENCFF164IAT/@@download/ENCFF164IAT.tar.gz	V19			released	s3://encode-public/2019/11/13/79a7076a-3b8b-44f2-982b-398cceaca9fc/ENCFF164IAT.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/79a7076a-3b8b-44f2-982b-398cceaca9fc/ENCFF164IAT.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF476XIK	tar	tar		differential splicing quantifications	hg19	ENCSR147ZBD	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1656/'], '@type': ['Target', 'Item'], 'name': 'DDX6-human', 'label': 'DDX6', '@id': '/targets/DDX6-human/', 'title': 'DDX6 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'e390c34e-2ef2-4525-ab0f-40e62b934e98', 'status': 'released'}				DDX6-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF343WSX/, /files/ENCFF401NSP/, /files/ENCFF857QSU/, /files/ENCFF052HTH/	4242927	Brenton Graveley, UConn	dce5f6ea341413985cd2aa1faeb9b325		https://www.encodeproject.org/files/ENCFF476XIK/@@download/ENCFF476XIK.tar.gz	V19			released	s3://encode-public/2019/11/13/ee3d7d6b-d5ea-4073-af05-aa57c4b9adf0/ENCFF476XIK.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/ee3d7d6b-d5ea-4073-af05-aa57c4b9adf0/ENCFF476XIK.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF751ALB	tar	tar		differential splicing quantifications	hg19	ENCSR147ZBD	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1656/'], '@type': ['Target', 'Item'], 'name': 'DDX6-human', 'label': 'DDX6', '@id': '/targets/DDX6-human/', 'title': 'DDX6 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'e390c34e-2ef2-4525-ab0f-40e62b934e98', 'status': 'released'}				DDX6-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF343WSX/, /files/ENCFF401NSP/, /files/ENCFF857QSU/, /files/ENCFF052HTH/	17359819	Brenton Graveley, UConn	39aae2a740f34b76b3cef127dbf9f303		https://www.encodeproject.org/files/ENCFF751ALB/@@download/ENCFF751ALB.tar.gz	V19			released	s3://encode-public/2019/11/13/3b5a1929-61d3-4fec-86a1-d50c9bb07116/ENCFF751ALB.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/3b5a1929-61d3-4fec-86a1-d50c9bb07116/ENCFF751ALB.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF176NQP	tar	tar		differential splicing quantifications	hg19	ENCSR147ZBD	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/1656/'], '@type': ['Target', 'Item'], 'name': 'DDX6-human', 'label': 'DDX6', '@id': '/targets/DDX6-human/', 'title': 'DDX6 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': 'e390c34e-2ef2-4525-ab0f-40e62b934e98', 'status': 'released'}				DDX6-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-10-16	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF343WSX/, /files/ENCFF401NSP/, /files/ENCFF857QSU/, /files/ENCFF052HTH/	3487197	Brenton Graveley, UConn	df3157d8179690f6a23d420ba20c271f		https://www.encodeproject.org/files/ENCFF176NQP/@@download/ENCFF176NQP.tar.gz	V19			released	s3://encode-public/2019/11/13/9fff805f-2ad2-4675-83cb-a0d93140d472/ENCFF176NQP.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/9fff805f-2ad2-4675-83cb-a0d93140d472/ENCFF176NQP.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF799YDQ	tar	tar		differential splicing quantifications	hg19	ENCSR914WQV	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23283/'], '@type': ['Target', 'Item'], 'name': 'CSTF2T-human', 'label': 'CSTF2T', '@id': '/targets/CSTF2T-human/', 'title': 'CSTF2T (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '7a87c00d-10cb-423c-93dc-930ff4574bf7', 'status': 'released'}				CSTF2T-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF187JOD/, /files/ENCFF352MST/, /files/ENCFF383QRK/, /files/ENCFF712XJM/	2987072	Brenton Graveley, UConn	63ed1503acd4c427ed8f8a031563c333		https://www.encodeproject.org/files/ENCFF799YDQ/@@download/ENCFF799YDQ.tar.gz	V19			released	s3://encode-public/2019/11/13/79bb16fb-9857-4725-b6a7-1fd6fe879ab1/ENCFF799YDQ.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/79bb16fb-9857-4725-b6a7-1fd6fe879ab1/ENCFF799YDQ.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF743APW	tar	tar		differential splicing quantifications	hg19	ENCSR914WQV	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23283/'], '@type': ['Target', 'Item'], 'name': 'CSTF2T-human', 'label': 'CSTF2T', '@id': '/targets/CSTF2T-human/', 'title': 'CSTF2T (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '7a87c00d-10cb-423c-93dc-930ff4574bf7', 'status': 'released'}				CSTF2T-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF187JOD/, /files/ENCFF352MST/, /files/ENCFF383QRK/, /files/ENCFF712XJM/	15113600	Brenton Graveley, UConn	5f1b55704aac3b919d7ba2e93b019310		https://www.encodeproject.org/files/ENCFF743APW/@@download/ENCFF743APW.tar.gz	V19			released	s3://encode-public/2019/11/13/9c44206d-1379-436f-9c97-e4150734da2c/ENCFF743APW.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/9c44206d-1379-436f-9c97-e4150734da2c/ENCFF743APW.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF175PMF	tar	tar		differential splicing quantifications	hg19	ENCSR914WQV	shRNA RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				RNAi	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23283/'], '@type': ['Target', 'Item'], 'name': 'CSTF2T-human', 'label': 'CSTF2T', '@id': '/targets/CSTF2T-human/', 'title': 'CSTF2T (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '7a87c00d-10cb-423c-93dc-930ff4574bf7', 'status': 'released'}				CSTF2T-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2014-11-20	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF187JOD/, /files/ENCFF352MST/, /files/ENCFF383QRK/, /files/ENCFF712XJM/	3444646	Brenton Graveley, UConn	a277ffbfd1a1dca51c06d2c7fd889671		https://www.encodeproject.org/files/ENCFF175PMF/@@download/ENCFF175PMF.tar.gz	V19			released	s3://encode-public/2019/11/13/9d7c4c6b-4049-4e5b-ac3f-175f751588b3/ENCFF175PMF.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/9d7c4c6b-4049-4e5b-ac3f-175f751588b3/ENCFF175PMF.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF930ZRF	tar	tar		differential splicing quantifications	hg19	ENCSR606PVX	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10181/'], '@type': ['Target', 'Item'], 'name': 'RBM5-human', 'label': 'RBM5', '@id': '/targets/RBM5-human/', 'title': 'RBM5 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '35043051-7bef-431f-a8aa-63d5e9bb7a6e', 'status': 'released'}				RBM5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-01-09	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF934JKB/, /files/ENCFF264LLP/, /files/ENCFF843QOP/, /files/ENCFF432WNR/	1864819	Brenton Graveley, UConn	5a293d31dcb3832ea7bccaca482117ed		https://www.encodeproject.org/files/ENCFF930ZRF/@@download/ENCFF930ZRF.tar.gz	V19			released	s3://encode-public/2019/11/13/2993176c-0f6a-4a9f-a414-5a89d85888ba/ENCFF930ZRF.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/2993176c-0f6a-4a9f-a414-5a89d85888ba/ENCFF930ZRF.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF262BIN	tar	tar		differential splicing quantifications	hg19	ENCSR606PVX	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10181/'], '@type': ['Target', 'Item'], 'name': 'RBM5-human', 'label': 'RBM5', '@id': '/targets/RBM5-human/', 'title': 'RBM5 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '35043051-7bef-431f-a8aa-63d5e9bb7a6e', 'status': 'released'}				RBM5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-01-09	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF934JKB/, /files/ENCFF264LLP/, /files/ENCFF843QOP/, /files/ENCFF432WNR/	1705058	Brenton Graveley, UConn	89f5b38ca100548879cd382a8340ad37		https://www.encodeproject.org/files/ENCFF262BIN/@@download/ENCFF262BIN.tar.gz	V19			released	s3://encode-public/2019/11/13/17a27bab-37de-4ceb-947a-5ed466577e94/ENCFF262BIN.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/17a27bab-37de-4ceb-947a-5ed466577e94/ENCFF262BIN.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
ENCFF882BTE	tar	tar		differential splicing quantifications	hg19	ENCSR606PVX	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/10181/'], '@type': ['Target', 'Item'], 'name': 'RBM5-human', 'label': 'RBM5', '@id': '/targets/RBM5-human/', 'title': 'RBM5 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '35043051-7bef-431f-a8aa-63d5e9bb7a6e', 'status': 'released'}				RBM5-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2017-01-09	ENCODE		chemical (Illumina TruSeq)	>200	1, 2	1_1, 2_1							/files/ENCFF934JKB/, /files/ENCFF264LLP/, /files/ENCFF843QOP/, /files/ENCFF432WNR/	8084802	Brenton Graveley, UConn	3428e4ade7249d6d2cbebc744fb3e216		https://www.encodeproject.org/files/ENCFF882BTE/@@download/ENCFF882BTE.tar.gz	V19			released	s3://encode-public/2019/11/13/0aa96ee0-a97d-4fa4-83e9-bccecc6301e6/ENCFF882BTE.tar.gz	https://datasetencode.blob.core.windows.net/dataset/2019/11/13/0aa96ee0-a97d-4fa4-83e9-bccecc6301e6/ENCFF882BTE.tar.gz?sv=2019-10-10&si=prod&sr=c&sig=9qSQZo4ggrCNpybBExU8SypuUZV33igI11xw0P7rB3c%3D	Lab custom hg19 V19	released	missing biosample characterization		
