ID	Name	Type	MDA	MCF	UHRR	K562	HEK	Hela	Plasma
ENSG00000018699	TTC27	protein_coding	87	148	1139	164	181	1171	47
ENSG00000018869	ZNF582	protein_coding	2	2	107	9	40	0	2
ENSG00000019102	VSIG2	protein_coding	16	4	9	2	7	0	1
ENSG00000019144	PHLDB1	protein_coding	239	214	1415	205	234	213	19
ENSG00000019169	MARCO	protein_coding	4	2	43	0	3	0	14
ENSG00000019186	CYP24A1	protein_coding	2	23	98	2	11	15	39
ENSG00000019485	PRDM11	protein_coding	42	82	501	20	61	875	40
ENSG00000019505	SYT13	protein_coding	5	20	103	6	13	2	6
ENSG00000019549	SNAI2	protein_coding	101	27	216	11	148	232	6
ENSG00000019582	CD74	protein_coding	633	437	2373	393	384	0	75
ENSG00000019991	HGF	protein_coding	6	9	509	4	7	242	7
ENSG00000019995	ZRANB1	protein_coding	86	286	1126	54	279	823	16
ENSG00000020129	NCDN	protein_coding	109	170	966	143	296	334	5
ENSG00000020181	ADGRA2	protein_coding	30	65	1801	63	196	307	19
ENSG00000020256	ZFP64	protein_coding	50	315	1342	178	390	1118	40
ENSG00000020426	MNAT1	protein_coding	30	285	748	50	135	1248	23
ENSG00000020577	SAMD4A	protein_coding	123	311	1227	146	128	105	76
ENSG00000020633	RUNX3	protein_coding	9	15	464	20	49	1	61
ENSG00000020922	MRE11	protein_coding	128	149	1208	152	333	1249	14
ENSG00000021300	PLEKHB1	protein_coding	4	178	190	15	65	0	4
ENSG00000021355	SERPINB1	protein_coding	211	212	1872	154	90	1009	10
ENSG00000021461	CYP3A43	protein_coding	9	2	22	5	4	9	6
ENSG00000021488	SLC7A9	protein_coding	0	5	47	4	4	16	19
ENSG00000021574	SPAST	protein_coding	50	169	1234	131	99	1772	28
ENSG00000021645	NRXN3	protein_coding	29	58	462	62	243	80	293
ENSG00000021762	OSBPL5	protein_coding	147	223	1680	208	171	1017	31
ENSG00000021776	AQR	protein_coding	69	273	1554	220	221	2157	43
ENSG00000021826	CPS1	protein_coding	27	68	5955	75	123	45053	23
ENSG00000021852	C8B	protein_coding	0	0	80	2	0	0	7
ENSG00000022267	FHL1	protein_coding	113	463	1540	146	644	396	15
ENSG00000022277	RTFDC1	protein_coding	90	442	906	90	128	2039	16
ENSG00000022556	NLRP2	protein_coding	26	17	431	59	7	19	11
ENSG00000022567	SLC45A4	protein_coding	38	203	1020	261	259	1512	37
ENSG00000022840	RNF10	protein_coding	245	774	3503	447	570	1798	715
ENSG00000022976	ZNF839	protein_coding	67	186	739	77	143	905	10
ENSG00000023041	ZDHHC6	protein_coding	91	124	880	87	238	769	11
ENSG00000023171	GRAMD1B	protein_coding	29	37	2711	37	133	4882	90
ENSG00000023191	RNH1	protein_coding	1717	923	8223	1494	1883	498	24
ENSG00000023228	NDUFS1	protein_coding	160	469	3410	380	545	1773	21
ENSG00000023287	RB1CC1	protein_coding	89	401	1904	205	283	2162	40
ENSG00000023318	ERP44	protein_coding	110	293	1447	254	301	1416	25
ENSG00000023330	ALAS1	protein_coding	112	145	1417	103	295	789	6
ENSG00000023445	BIRC3	protein_coding	111	22	339	9	15	550	30
ENSG00000023516	AKAP11	protein_coding	45	331	1178	134	159	751	15
ENSG00000023572	GLRX2	protein_coding	117	212	974	347	239	651	2
ENSG00000023608	SNAPC1	protein_coding	320	196	1005	100	139	431	3
ENSG00000023697	DERA	protein_coding	101	93	1274	50	143	1293	25
ENSG00000023734	STRAP	protein_coding	254	495	5732	304	739	2140	18
ENSG00000023839	ABCC2	protein_coding	13	18	1358	15	43	7723	30
ENSG00000023892	DEF6	protein_coding	50	95	1632	252	70	88	15
ENSG00000023902	PLEKHO1	protein_coding	99	75	1237	115	261	31	41
ENSG00000023909	GCLM	protein_coding	59	73	749	62	113	774	7
ENSG00000024048	UBR2	protein_coding	322	430	2216	677	384	2716	63
ENSG00000024422	EHD2	protein_coding	245	109	1264	102	76	514	22
ENSG00000024526	DEPDC1	protein_coding	101	98	1113	92	323	1155	3
ENSG00000024862	CCDC28A	protein_coding	27	63	475	55	194	150	2
ENSG00000025039	RRAGD	protein_coding	16	94	417	14	78	16	12
ENSG00000025156	HSF2	protein_coding	51	77	662	106	237	550	3
ENSG00000025293	PHF20	protein_coding	369	268	3249	408	512	3774	165
ENSG00000025423	HSD17B6	protein_coding	4	19	123	2	63	25	14
ENSG00000025434	NR1H3	protein_coding	44	61	484	115	72	510	14
ENSG00000025708	TYMP	protein_coding	31	18	197	22	17	23	7
ENSG00000025770	NCAPH2	protein_coding	506	292	3591	577	1199	649	4
ENSG00000025772	TOMM34	protein_coding	493	178	2242	248	350	818	1
ENSG00000025796	SEC63	protein_coding	84	498	2203	188	243	1573	25
ENSG00000025800	KPNA6	protein_coding	84	182	1087	302	289	2009	31
ENSG00000026025	VIM	protein_coding	2715	663	26155	1535	1354	5042	48
ENSG00000026103	FAS	protein_coding	13	15	250	12	30	363	2
ENSG00000026297	RNASET2	protein_coding	101	663	2611	651	253	105	10
ENSG00000026508	CD44	protein_coding	434	1219	5419	231	198	2011	31
ENSG00000026559	KCNG1	protein_coding	2	8	273	13	62	0	6
ENSG00000026652	AGPAT4	protein_coding	61	33	715	213	464	3	31
ENSG00000026751	SLAMF7	protein_coding	35	3	26	1	4	0	6
ENSG00000026950	BTN3A1	protein_coding	40	23	522	61	67	214	10
ENSG00000027001	MIPEP	protein_coding	79	462	1276	167	413	2736	23
ENSG00000027075	PRKCH	protein_coding	128	379	1084	89	130	387	68
ENSG00000027644	INSRR	protein_coding	5	0	7	15	2	17	2
ENSG00000027697	IFNGR1	protein_coding	34	100	757	116	200	431	12
ENSG00000027847	B4GALT7	protein_coding	145	175	983	115	337	411	3
ENSG00000027869	SH2D2A	protein_coding	13	8	219	236	22	200	12
ENSG00000028116	VRK2	protein_coding	104	245	886	249	172	1735	19
ENSG00000028137	TNFRSF1B	protein_coding	57	28	541	330	29	61	30
ENSG00000028203	VEZT	protein_coding	107	307	1403	160	224	1597	25
ENSG00000028277	POU2F2	protein_coding	33	22	126	7	12	35	72
ENSG00000028310	BRD9	protein_coding	240	284	2718	309	306	3935	17
ENSG00000028528	SNX1	protein_coding	103	427	2307	255	210	2223	18
ENSG00000028839	TBPL1	protein_coding	24	137	576	252	177	246	8
ENSG00000029153	ARNTL2	protein_coding	131	68	1471	28	128	674	16
ENSG00000029363	BCLAF1	protein_coding	167	646	3744	505	973	2876	14
ENSG00000029364	SLC39A9	protein_coding	117	560	1735	135	203	1261	13
ENSG00000029534	ANK1	protein_coding	201	57	453	2032	184	208	95
ENSG00000029559	IBSP	protein_coding	13	1	5	0	1	26	0
ENSG00000029639	TFB1M	protein_coding	48	93	1299	343	658	2762	17
ENSG00000029725	RABEP1	protein_coding	202	820	1996	207	533	1876	48
ENSG00000029993	HMGB3	protein_coding	232	432	1818	182	783	1021	3
ENSG00000030066	NUP160	protein_coding	155	352	2600	252	332	3442	14
ENSG00000030110	BAK1	protein_coding	500	212	1836	296	547	196	7
ENSG00000030304	MUSK	protein_coding	23	2	23	5	12	12	12
ENSG00000030419	IKZF2	protein_coding	8	176	724	22	31	101	14
ENSG00000030582	GRN	protein_coding	452	2334	6418	310	707	808	6
ENSG00000031003	FAM13B	protein_coding	86	262	1438	231	199	1885	43
ENSG00000031081	ARHGAP31	protein_coding	44	46	314	33	69	56	33
ENSG00000031691	CENPQ	protein_coding	83	95	509	95	101	635	5
ENSG00000031698	SARS	protein_coding	357	1153	2763	704	810	1330	10
ENSG00000031823	RANBP3	protein_coding	286	234	2151	274	729	998	16
ENSG00000032219	ARID4A	protein_coding	21	305	663	59	89	539	24
ENSG00000032389	EIPR1	protein_coding	153	409	1746	277	269	1350	50
ENSG00000032444	PNPLA6	protein_coding	260	111	1252	169	167	760	21
ENSG00000032742	IFT88	protein_coding	93	177	587	76	118	282	28
ENSG00000033011	ALG1	protein_coding	184	160	1560	141	262	788	13
ENSG00000033030	ZCCHC8	protein_coding	85	226	1048	204	191	1782	2
ENSG00000033050	ABCF2	protein_coding	263	228	2381	480	868	1476	11
ENSG00000033100	CHPF2	protein_coding	267	351	1674	162	294	632	4
ENSG00000033122	LRRC7	protein_coding	5	16	113	52	19	42	51
ENSG00000033170	FUT8	protein_coding	296	1492	2166	161	270	623	67
ENSG00000033178	UBA6	protein_coding	101	237	1277	226	190	1162	18
ENSG00000033327	GAB2	protein_coding	60	263	817	383	93	411	72
ENSG00000033627	ATP6V0A1	protein_coding	116	379	1578	477	624	1135	28
ENSG00000033800	PIAS1	protein_coding	97	491	2493	151	256	2416	36
ENSG00000033867	SLC4A7	protein_coding	143	345	2326	108	199	1683	26
ENSG00000034053	APBA2	protein_coding	40	23	617	202	229	4	71
ENSG00000034152	MAP2K3	protein_coding	2153	2187	29357	2084	7331	2982	35
ENSG00000034239	EFCAB1	protein_coding	0	1	2	0	1	0	4
ENSG00000034510	TMSB10	protein_coding	7489	6387	26557	1880	2802	7794	59
ENSG00000034533	ASTE1	protein_coding	21	58	166	21	55	200	5
ENSG00000034677	RNF19A	protein_coding	115	381	1514	114	118	941	34
ENSG00000034693	PEX3	protein_coding	11	45	171	29	66	173	4
ENSG00000034713	GABARAPL2	protein_coding	82	811	2271	229	534	495	19
ENSG00000034971	MYOC	protein_coding	3	3	14	7	19	28	6
ENSG00000035115	SH3YL1	protein_coding	26	411	476	41	47	205	4
ENSG00000035141	FAM136A	protein_coding	167	319	2344	306	748	1044	5
ENSG00000035403	VCL	protein_coding	358	383	2641	584	387	3172	69
ENSG00000035499	DEPDC1B	protein_coding	56	122	1075	89	87	953	28
ENSG00000035664	DAPK2	protein_coding	28	84	277	69	41	531	45
ENSG00000035681	NSMAF	protein_coding	63	254	1687	208	155	840	13
ENSG00000035687	ADSS	protein_coding	89	85	728	84	158	1857	13
ENSG00000035720	STAP1	protein_coding	0	2	12	12	9	1	13
ENSG00000035862	TIMP2	protein_coding	756	567	4852	208	298	656	19
ENSG00000035928	RFC1	protein_coding	119	261	2069	219	206	1392	25
ENSG00000036054	TBC1D23	protein_coding	102	238	1018	293	392	1995	7
ENSG00000036257	CUL3	protein_coding	126	507	2261	189	365	1216	44
ENSG00000036448	MYOM2	protein_coding	2	7	190	5	237	1	26
ENSG00000036473	OTC	protein_coding	0	0	1	2	2	0	12
ENSG00000036530	CYP46A1	protein_coding	1	20	294	1	16	1	11
ENSG00000036549	ZZZ3	protein_coding	165	380	2388	210	507	2831	55
ENSG00000036565	SLC18A1	protein_coding	0	0	103	1	3	0	5
ENSG00000036672	USP2	protein_coding	4	50	273	135	164	276	19
ENSG00000036828	CASR	protein_coding	0	0	10	1	3	0	19
ENSG00000037042	TUBG2	protein_coding	140	79	503	16	121	105	2
ENSG00000037241	RPL26L1	protein_coding	190	319	1589	196	738	235	9
ENSG00000037280	FLT4	protein_coding	5	12	84	21	317	1	38
ENSG00000037474	NSUN2	protein_coding	220	275	2613	284	390	4122	10
ENSG00000037637	FBXO42	protein_coding	42	293	1323	158	219	1464	50
ENSG00000037749	MFAP3	protein_coding	73	240	854	90	158	1080	31
ENSG00000037757	MRI1	protein_coding	63	150	758	101	244	661	7
ENSG00000037897	METTL1	protein_coding	76	88	636	97	116	369	4
ENSG00000037965	HOXC8	protein_coding	1	0	8	1	14	93	0
ENSG00000038002	AGA	protein_coding	79	78	490	76	96	204	1
ENSG00000038210	PI4K2B	protein_coding	52	123	899	87	81	533	12
ENSG00000038219	BOD1L1	protein_coding	92	213	1084	117	87	2104	45
ENSG00000038274	MAT2B	protein_coding	86	153	1363	129	163	1588	19
ENSG00000038295	TLL1	protein_coding	4	15	44	14	65	65	55
ENSG00000038358	EDC4	protein_coding	83	224	851	180	176	536	2
ENSG00000038382	TRIO	protein_coding	817	1104	9284	255	716	8002	93
ENSG00000038427	VCAN	protein_coding	93	93	1690	65	185	2	160
ENSG00000038532	CLEC16A	protein_coding	474	827	4720	1846	1791	12352	87
ENSG00000038945	MSR1	protein_coding	23	18	107	35	50	5	39
ENSG00000039068	CDH1	protein_coding	103	3540	2139	120	224	21	47
ENSG00000039123	SKIV2L2	protein_coding	168	267	2112	318	319	2286	20
ENSG00000039139	DNAH5	protein_coding	19	30	105	33	24	94	30
ENSG00000039319	ZFYVE16	protein_coding	37	270	1015	116	156	2441	22
ENSG00000039523	RIPOR1	protein_coding	176	189	1545	153	185	1023	37
ENSG00000039537	C6	protein_coding	2	1	9	7	8	10	13
ENSG00000039560	RAI14	protein_coding	212	127	1331	221	361	503	49
ENSG00000039600	SOX30	protein_coding	0	3	16	4	8	1	6
ENSG00000039650	PNKP	protein_coding	203	306	1478	219	295	868	8
ENSG00000039987	BEST2	protein_coding	0	0	3	1	5	1	2
ENSG00000040199	PHLPP2	protein_coding	68	247	789	216	164	699	30
ENSG00000040275	SPDL1	protein_coding	112	85	649	86	232	1068	5
ENSG00000040341	STAU2	protein_coding	46	255	1766	137	194	1058	47
ENSG00000040487	PQLC2	protein_coding	128	159	602	189	205	287	15
ENSG00000040531	CTNS	protein_coding	29	89	508	83	200	427	15
ENSG00000040608	RTN4R	protein_coding	12	82	285	21	59	29	19
ENSG00000040633	PHF23	protein_coding	131	206	964	131	359	390	20
ENSG00000040731	CDH10	protein_coding	0	11	39	6	29	231	18
ENSG00000040933	INPP4A	protein_coding	129	237	4739	434	1350	1841	66
ENSG00000041353	RAB27B	protein_coding	27	215	502	119	23	480	47
ENSG00000041357	PSMA4	protein_coding	398	1130	6394	873	1512	2341	5
ENSG00000041515	MYO16	protein_coding	30	281	394	139	55	2500	97
ENSG00000041802	LSG1	protein_coding	107	247	1511	244	213	1310	7
ENSG00000041880	PARP3	protein_coding	104	33	822	47	88	227	8
ENSG00000041982	TNC	protein_coding	74	102	5084	83	89	1	5
ENSG00000041988	THAP3	protein_coding	66	71	591	164	204	276	7
ENSG00000042062	RIPOR3	protein_coding	19	134	235	212	44	122	52
ENSG00000042088	TDP1	protein_coding	175	323	1481	157	308	1502	35
ENSG00000042286	AIFM2	protein_coding	73	133	799	94	59	539	15
ENSG00000042304	C2orf83	protein_coding	0	0	28	1	14	1	2
ENSG00000042317	SPATA7	protein_coding	21	160	283	43	65	231	20
ENSG00000042429	MED17	protein_coding	23	89	813	82	105	667	11
ENSG00000042445	RETSAT	protein_coding	194	150	1312	165	236	601	5
ENSG00000042493	CAPG	protein_coding	1269	528	4249	315	121	743	10
ENSG00000042753	AP2S1	protein_coding	654	839	3726	537	932	691	11
ENSG00000042781	USH2A	protein_coding	4	13	109	6	56	38	125
ENSG00000042813	ZPBP	protein_coding	7	6	11	9	23	6	16
ENSG00000042832	TG	protein_coding	2	4	115	15	3	31	60
ENSG00000042980	ADAM28	protein_coding	2	6	32	12	8	1	8
ENSG00000043039	BARX2	protein_coding	32	107	265	46	73	2	15
ENSG00000043093	DCUN1D1	protein_coding	50	222	899	74	69	656	15
ENSG00000043143	JADE2	protein_coding	171	436	1463	127	91	1377	28
ENSG00000043355	ZIC2	protein_coding	4	40	725	36	391	391	0
ENSG00000043462	LCP2	protein_coding	16	21	856	149	27	34	44
ENSG00000043514	TRIT1	protein_coding	94	122	1108	234	187	1347	10
ENSG00000043591	ADRB1	protein_coding	4	30	27	9	2	35	5
ENSG00000044090	CUL7	protein_coding	240	372	1604	365	210	423	2
ENSG00000044115	CTNNA1	protein_coding	792	1738	7215	619	1085	5617	83
ENSG00000044446	PHKA2	protein_coding	33	146	1285	102	150	1109	13
ENSG00000044459	CNTLN	protein_coding	17	40	1037	34	136	1107	42
ENSG00000044524	EPHA3	protein_coding	13	26	705	17	292	6	34
ENSG00000044574	HSPA5	protein_coding	404	897	8660	822	722	6819	9
ENSG00000046604	DSG2	protein_coding	107	170	1232	226	408	2464	6
ENSG00000046647	GEMIN8	protein_coding	14	94	498	35	73	282	5
ENSG00000046651	OFD1	protein_coding	83	243	1293	99	212	1743	3
ENSG00000046653	GPM6B	protein_coding	5	11	323	18	67	2	23
ENSG00000046774	MAGEC2	protein_coding	2	8	188	196	2	0	0
ENSG00000046889	PREX2	protein_coding	17	23	309	23	62	0	46
ENSG00000047056	WDR37	protein_coding	92	514	1180	116	149	807	36
ENSG00000047188	YTHDC2	protein_coding	60	205	1157	105	244	1181	7
ENSG00000047230	CTPS2	protein_coding	44	271	997	207	199	1687	26
ENSG00000047249	ATP6V1H	protein_coding	80	414	1302	149	214	959	28
ENSG00000047315	POLR2B	protein_coding	587	507	3681	656	1265	2088	48
ENSG00000047346	FAM214A	protein_coding	37	743	1152	72	99	842	23
ENSG00000047365	ARAP2	protein_coding	21	109	441	26	70	1483	29
ENSG00000047410	TPR	protein_coding	234	848	4302	643	1003	5144	14
ENSG00000047457	CP	protein_coding	17	40	2164	32	40	2165	9
ENSG00000047578	KIAA0556	protein_coding	82	442	1166	121	199	1707	87
ENSG00000047579	DTNBP1	protein_coding	95	219	1112	300	282	578	24
ENSG00000047597	XK	protein_coding	9	16	243	38	27	291	14
ENSG00000047617	ANO2	protein_coding	6	13	264	32	47	31	93
ENSG00000047621	C12orf4	protein_coding	47	50	677	48	94	344	8
ENSG00000047634	SCML1	protein_coding	42	66	530	13	204	1333	2
ENSG00000047644	WWC3	protein_coding	164	188	1346	79	42	741	36
ENSG00000047648	ARHGAP6	protein_coding	35	56	841	446	61	15	97
ENSG00000047662	FAM184B	protein_coding	3	13	100	14	51	8	36
ENSG00000047849	MAP4	protein_coding	643	897	6483	642	1072	4443	62
ENSG00000047932	GOPC	protein_coding	54	144	979	142	174	865	15
ENSG00000047936	ROS1	protein_coding	0	7	22	9	6	69	16
ENSG00000048028	USP28	protein_coding	62	106	949	50	170	1024	11
ENSG00000048052	HDAC9	protein_coding	104	48	729	87	135	204	147
ENSG00000048140	TSPAN17	protein_coding	214	233	781	176	190	231	3
ENSG00000048162	NOP16	protein_coding	234	197	2130	332	606	804	1
ENSG00000048342	CC2D2A	protein_coding	37	58	594	24	87	380	18
ENSG00000048392	RRM2B	protein_coding	73	348	710	95	95	412	15
ENSG00000048405	ZNF800	protein_coding	46	241	984	170	104	1854	15
ENSG00000048462	TNFRSF17	protein_coding	0	1	83	0	3	0	2
ENSG00000048471	SNX29	protein_coding	57	577	2354	260	241	1562	209
ENSG00000048540	LMO3	protein_coding	1	4	53	6	3	0	16
ENSG00000048544	MRPS10	protein_coding	422	351	2338	352	349	906	6
ENSG00000048545	GUCA1A	protein_coding	0	1	3	5	0	0	5
ENSG00000048649	RSF1	protein_coding	93	460	2140	212	197	2204	44
ENSG00000048707	VPS13D	protein_coding	138	643	2294	581	399	2981	96
ENSG00000048740	CELF2	protein_coding	91	153	1437	336	226	2	112
ENSG00000048828	FAM120A	protein_coding	172	1331	3460	299	429	3626	30
ENSG00000048991	R3HDM1	protein_coding	31	300	1862	144	185	1191	51
ENSG00000049089	COL9A2	protein_coding	67	39	262	33	35	0	9
ENSG00000049130	KITLG	protein_coding	64	225	363	58	142	628	6
ENSG00000049167	ERCC8	protein_coding	52	74	735	73	97	656	11
ENSG00000049192	ADAMTS6	protein_coding	49	184	692	117	119	476	48
ENSG00000049239	H6PD	protein_coding	344	394	2140	101	217	713	16
ENSG00000049245	VAMP3	protein_coding	240	300	1317	155	257	769	9
ENSG00000049246	PER3	protein_coding	35	166	629	95	48	109	19
ENSG00000049247	UTS2	protein_coding	0	2	114	1	4	0	2
ENSG00000049249	TNFRSF9	protein_coding	4	0	42	2	9	0	3
ENSG00000049283	EPN3	protein_coding	19	403	198	17	17	26	8
ENSG00000049323	LTBP1	protein_coding	81	272	3119	172	181	65	141
ENSG00000049449	RCN1	protein_coding	254	36	1484	78	250	2984	78
ENSG00000049540	ELN	protein_coding	11	36	219	35	30	0	31
ENSG00000049541	RFC2	protein_coding	297	294	3495	826	1229	2493	12
ENSG00000049618	ARID1B	protein_coding	193	692	4430	550	601	2783	121
ENSG00000049656	CLPTM1L	protein_coding	317	527	4286	570	620	2952	13
ENSG00000049759	NEDD4L	protein_coding	356	479	3942	241	227	2592	99
ENSG00000049768	FOXP3	protein_coding	0	3	3	3	10	0	4
ENSG00000049769	PPP1R3F	protein_coding	77	73	352	85	73	250	4
ENSG00000049860	HEXB	protein_coding	231	651	2993	262	334	1040	20
ENSG00000049883	PTCD2	protein_coding	22	49	530	83	103	996	7
ENSG00000050030	NEXMIF	protein_coding	1	7	127	3	21	11	17
ENSG00000050130	JKAMP	protein_coding	97	175	931	107	166	304	4
ENSG00000050165	DKK3	protein_coding	138	34	1408	25	51	74	13
ENSG00000050327	ARHGEF5	protein_coding	27	166	342	23	24	499	7
ENSG00000050344	NFE2L3	protein_coding	78	27	830	53	67	1	15
ENSG00000050393	MCUR1	protein_coding	162	278	1355	236	217	347	10
ENSG00000050405	LIMA1	protein_coding	176	156	1279	127	219	984	19
ENSG00000050426	LETMD1	protein_coding	89	402	1513	258	193	1143	4
ENSG00000050438	SLC4A8	protein_coding	30	57	417	30	34	18	37
ENSG00000050555	LAMC3	protein_coding	8	9	356	27	63	176	39
ENSG00000050628	PTGER3	protein_coding	19	46	57	186	34	3	34
ENSG00000050730	TNIP3	protein_coding	5	0	6	0	11	0	9
ENSG00000050748	MAPK9	protein_coding	62	395	1052	99	187	865	14
ENSG00000050767	COL23A1	protein_coding	10	54	1187	36	47	194	83
ENSG00000050820	BCAR1	protein_coding	714	863	3322	180	537	1060	19
ENSG00000051009	FAM160A2	protein_coding	80	79	929	161	178	531	7
ENSG00000051108	HERPUD1	protein_coding	107	318	2797	188	328	1462	8
ENSG00000051128	HOMER3	protein_coding	715	553	5328	151	316	262	2
ENSG00000051180	RAD51	protein_coding	37	90	1016	188	126	793	11
ENSG00000051341	POLQ	protein_coding	44	176	1360	100	245	1841	20
ENSG00000051382	PIK3CB	protein_coding	62	497	1403	216	130	1680	40
ENSG00000051523	CYBA	protein_coding	552	2656	7231	1286	912	1261	6
ENSG00000051596	THOC3	protein_coding	42	122	730	162	163	494	8
ENSG00000051620	HEBP2	protein_coding	322	843	2635	524	936	339	2
ENSG00000051825	MPHOSPH9	protein_coding	116	229	1945	140	265	1533	35
ENSG00000052126	PLEKHA5	protein_coding	145	355	2852	189	251	1343	39
ENSG00000052344	PRSS8	protein_coding	43	962	502	51	45	19	2
ENSG00000052723	SIKE1	protein_coding	70	699	1921	244	288	1083	3
ENSG00000052749	RRP12	protein_coding	163	299	2907	322	744	2020	31
ENSG00000052795	FNIP2	protein_coding	46	142	697	131	107	140	32
ENSG00000052802	MSMO1	protein_coding	83	472	2633	254	281	1728	4
ENSG00000052841	TTC17	protein_coding	118	317	2318	221	326	2875	29
ENSG00000052850	ALX4	protein_coding	6	2	41	25	41	0	24
ENSG00000053108	FSTL4	protein_coding	17	73	242	23	33	4	97
ENSG00000053254	FOXN3	protein_coding	283	694	4798	265	853	2307	149
ENSG00000053328	METTL24	protein_coding	2	3	15	5	15	19	12
ENSG00000053371	AKR7A2	protein_coding	446	1027	3619	686	1130	427	6
ENSG00000053372	MRTO4	protein_coding	744	363	4960	1376	1828	1547	7
ENSG00000053438	NNAT	protein_coding	0	0	4	5	1	0	0
ENSG00000053501	USE1	protein_coding	52	69	949	130	208	735	6
ENSG00000053524	MCF2L2	protein_coding	44	15	323	65	46	45	65
ENSG00000053702	NRIP2	protein_coding	0	0	24	0	0	0	1
ENSG00000053747	LAMA3	protein_coding	86	200	536	55	363	1637	77
ENSG00000053770	AP5M1	protein_coding	56	175	889	88	103	720	92
ENSG00000053900	ANAPC4	protein_coding	84	174	1033	167	161	611	3
ENSG00000053918	KCNQ1	protein_coding	21	43	626	28	41	117	105
ENSG00000054116	TRAPPC3	protein_coding	397	581	3265	689	889	905	7
ENSG00000054118	THRAP3	protein_coding	250	529	3575	297	407	4631	48
ENSG00000054148	PHPT1	protein_coding	1788	3754	10749	1176	3786	938	11
ENSG00000054179	ENTPD2	protein_coding	2	91	160	3	5	0	1
ENSG00000054219	LY75	protein_coding	15	19	187	41	31	0	29
ENSG00000054267	ARID4B	protein_coding	105	548	2312	245	466	2197	48
ENSG00000054277	OPN3	protein_coding	20	194	1081	78	41	1426	11
ENSG00000054282	SDCCAG8	protein_coding	121	231	1402	263	367	711	83
ENSG00000054356	PTPRN	protein_coding	1	1	73	11	10	45	7
ENSG00000054392	HHAT	protein_coding	16	124	347	45	48	34	77
